년도,구,나이,지체,청각,시각,뇌병변,지적,정신,신장,자폐성,언어,장루.요루,호흡기,간,뇌전증,심장,안면,
2019,강동구,21,11,4,3,9,34,0,1,23,1,0,0,0,0,1,0,
2019,강동구,22,8,7,3,9,46,1,1,17,0,0,0,0,0,2,0,
2019,강동구,23,10,6,3,15,39,1,0,14,0,0,0,1,0,0,0,
2019,강동구,24,13,2,4,3,38,2,2,13,0,0,0,0,0,0,0,
2019,강동구,25,16,10,1,4,37,2,0,15,0,0,0,0,0,0,0,
2019,강동구,26,15,4,8,4,32,3,1,21,0,0,0,0,0,0,0,
2019,강동구,27,10,1,6,6,40,4,1,11,1,0,0,1,0,0,0,
2019,강동구,28,17,7,12,9,36,5,1,3,1,0,0,0,0,0,1,
2019,강동구,29,17,5,11,7,29,1,2,6,1,0,0,0,0,0,0,
2019,강동구,30,12,5,5,10,27,6,3,13,0,0,0,0,1,0,0,
2019,강동구,31,19,1,9,10,33,4,2,14,1,1,1,0,0,1,0,
2019,강동구,32,22,6,4,9,11,4,0,6,1,0,0,1,0,0,1,
2019,강동구,33,21,3,12,8,22,11,4,7,2,0,0,0,1,0,0,
2019,강동구,34,28,3,5,7,21,3,2,5,0,0,0,0,1,1,0,
2019,강동구,35,34,12,9,12,15,5,5,2,2,1,0,2,0,1,1,
2019,강동구,36,38,4,7,11,25,12,3,2,1,0,0,1,1,0,1,
2019,강동구,37,45,8,13,11,24,9,8,5,1,1,0,0,1,0,0,
2019,강동구,38,37,7,9,12,29,14,5,2,2,2,0,0,2,1,0,
2019,강동구,39,51,4,14,8,23,15,1,3,3,0,0,1,2,0,2,
2019,강동구,40,62,6,23,10,19,8,2,4,1,1,0,1,2,0,0,
2019,강동구,41,56,9,17,8,19,13,8,1,2,0,1,0,5,0,1,
2019,강동구,42,57,9,25,11,20,9,5,1,3,0,1,1,1,1,1,
2019,강동구,43,72,3,15,17,19,20,6,1,1,1,0,0,0,0,1,
2019,강동구,44,62,6,15,10,12,18,6,1,2,2,0,1,1,0,0,
2019,강동구,45,86,3,24,11,12,16,5,0,2,0,0,1,2,0,1,
2019,강동구,46,84,13,36,12,16,11,15,0,3,0,0,3,2,0,0,
2019,강동구,47,93,10,28,12,25,18,16,0,1,0,0,3,1,0,1,
2019,강동구,48,87,5,28,11,9,20,17,2,4,2,3,3,1,0,0,
2019,강동구,49,103,15,25,19,18,16,18,0,1,1,0,1,0,1,0,
2019,강동구,50,123,19,31,16,10,24,15,2,4,1,1,2,2,0,0,
2019,강동구,51,101,9,28,16,17,22,15,0,1,0,0,1,2,0,0,
2019,강동구,52,132,15,32,24,18,25,16,1,2,4,0,3,2,1,1,
2019,강동구,53,160,18,39,20,15,21,17,0,1,1,0,2,0,2,0,
2019,강동구,54,132,23,30,30,12,24,20,0,3,0,0,4,2,0,0,
2019,강동구,55,157,20,38,26,14,15,19,0,0,3,1,0,0,0,0,
2019,강동구,56,192,26,33,28,20,20,17,0,1,1,2,4,0,0,1,
2019,강동구,57,202,30,43,33,20,18,21,0,4,3,3,6,4,0,0,
2019,강동구,58,198,29,37,40,14,16,20,1,3,2,2,4,4,1,0,
2019,강동구,59,271,30,52,41,11,20,23,0,4,4,2,9,2,2,0,
2019,강동구,60,235,32,45,47,6,13,25,0,2,4,5,8,2,1,2,
2019,강동구,61,214,37,45,32,6,17,24,0,6,3,2,7,1,0,0,
2019,강동구,62,251,35,31,53,11,17,24,0,1,3,1,5,2,0,1,
2019,강동구,63,243,31,38,39,9,15,21,0,4,2,2,7,2,1,0,
2019,강동구,64,247,33,50,47,7,8,28,0,5,3,6,2,0,1,0,
2019,강동구,65,223,36,42,45,3,9,29,0,6,3,4,6,0,4,0,
2019,강동구,66,205,39,38,45,8,8,20,0,1,1,2,6,1,2,0,
2019,강동구,67,224,45,42,62,2,12,25,0,3,1,1,5,2,1,0,
2019,강동구,68,177,37,29,43,3,3,13,0,11,0,6,2,0,0,1,
2019,강동구,69,207,43,33,46,4,6,25,0,4,3,4,3,1,0,0,
2019,강동구,70,189,59,51,55,2,4,29,0,4,1,2,3,1,0,0,
2019,강동구,71,248,70,51,69,1,5,17,0,5,3,4,2,0,1,1,
2019,강동구,72,197,69,41,62,2,3,17,0,8,2,5,0,0,3,0,
2019,강동구,73,195,65,51,50,5,1,25,0,3,1,3,3,0,0,0,
2019,강동구,74,161,92,46,45,1,2,19,0,0,3,2,1,1,2,0,
2019,강동구,75,196,54,40,64,2,2,13,0,1,3,4,1,0,0,0,
2019,강동구,76,179,53,40,46,1,3,11,0,3,12,2,1,0,0,0,
2019,강동구,77,206,96,50,72,2,1,17,0,3,3,5,0,0,1,0,
2019,강동구,78,142,76,42,41,0,0,19,0,2,2,3,0,0,1,0,
2019,강동구,79,148,53,34,34,1,2,2,0,0,2,3,1,1,2,0,
2019,강동구,80,149,74,31,30,0,1,14,0,2,2,3,0,0,0,0,
2019,강동구,81,109,84,23,39,0,1,8,0,2,3,1,0,0,1,0,
2019,강동구,82,122,59,19,47,2,2,7,0,1,2,0,0,0,0,0,
2019,강동구,83,94,77,17,27,0,1,4,0,5,2,1,0,0,0,0,
2019,강동구,84,101,64,25,28,0,0,4,0,2,2,0,0,0,2,0,
2019,강동구,85,73,61,19,21,2,1,4,0,4,0,2,0,0,0,1,
2019,강동구,86,53,61,15,12,1,0,3,0,1,2,0,0,0,0,0,
2019,강동구,87,44,41,15,15,0,0,2,0,0,1,0,0,0,0,0,
2019,강동구,88,28,44,9,9,0,0,1,0,1,2,0,0,0,0,0,
2019,강동구,89,30,36,8,9,0,0,1,0,0,1,0,0,0,0,0,
2019,강동구,90,31,41,10,9,0,0,1,0,0,0,0,0,0,0,0,
2019,강동구,91,23,24,8,5,0,0,1,0,1,0,0,0,0,0,0,
2019,강동구,92,23,26,4,2,0,0,0,0,0,2,0,0,0,0,0,
2019,강동구,93,7,19,2,0,0,0,1,0,0,0,0,0,0,0,0,
2019,강동구,94,6,12,2,1,0,0,1,0,0,1,0,0,0,0,0,
2019,강동구,95,7,7,4,3,0,0,1,0,0,0,0,0,0,0,0,
2019,강동구,96,3,5,1,2,0,1,0,0,0,0,0,0,0,0,0,
2019,강동구,97,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,
2019,강동구,98,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,
2019,강동구,99,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,
2019,강동구,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,강동구,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,강동구,102,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
2019,강동구,103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2019,강동구,104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
